gene,LRL01_S1,LRL02_S2,LRL03_S3,LRL04_S4,LRL05_S5,LRL06_S6,LRL07_S7,LRL08_S8,LRL09_S9,LRL10_S10,LRL11_S11,LRL12_S12
WBGene00001209,5005,4835,4389,4863,4453,4449,1724,1545,1461,1849,1883,1812
WBGene00022785,1386,1670,1416,1348,1319,1318,629,662,564,553,613,575
WBGene00000446,1,19,5,5,8,6,4,12,8,6,13,16
WBGene00022786,109,99,115,130,120,129,175,175,162,151,175,144
WBGene00196420,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004449,13339,10922,11100,12537,11717,11093,10674,9604,7354,13683,16058,12474
WBGene00022787,1469,1364,1264,1128,1060,1132,378,343,288,265,298,279
WBGene00000765,2157,2584,2152,1816,1679,1787,866,720,597,704,812,719
WBGene00044324,1465,1085,1080,1024,1037,1141,668,560,388,577,587,513
WBGene00195518,8,11,6,3,6,9,6,2,6,2,6,6
WBGene00022783,1072,1383,948,1007,1031,906,456,448,296,427,473,378
WBGene00023453,0,1,0,0,0,0,0,1,0,0,0,0
WBGene00195236,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000835,2214,2274,1765,1217,1172,1232,1462,1280,1053,1036,1097,890
WBGene00004918,2998,3706,2763,3212,3106,2894,470,373,311,529,610,479
WBGene00015333,111,137,140,76,93,77,453,420,407,318,313,277
WBGene00000845,49,66,79,103,87,76,293,258,228,106,114,89
WBGene00015332,431,414,329,726,833,758,769,614,568,1124,1295,1070
WBGene00015334,77,115,133,64,51,67,61,69,54,96,112,111
WBGene00022803,1558,1900,1586,2036,1789,1983,104,96,83,260,245,226
WBGene00044762,1334,1396,1484,1018,955,1082,437,340,344,369,419,344
WBGene00022800,2695,2222,2538,2610,2470,2519,971,892,936,890,932,894
WBGene00022798,820,782,800,843,803,840,1030,981,782,701,771,637
WBGene00022799,0,1,1,5,3,1,2,5,0,0,0,1
WBGene00044447,10,8,12,19,17,17,18,24,18,18,19,18
WBGene00022797,214,248,221,204,177,235,323,307,265,196,242,211
WBGene00022801,1408,1417,1344,1482,1467,1430,2157,1878,1812,1942,2037,1842
WBGene00022796,4,9,4,5,7,5,6,8,4,7,15,15
WBGene00022802,170,259,201,301,267,268,129,116,101,129,162,151
WBGene00044763,4,4,5,12,10,7,1,0,1,11,15,9
WBGene00001628,2665,2733,2598,2977,2618,2906,1358,1196,1118,1221,1290,1121
WBGene00016203,615,598,563,779,723,697,773,668,669,668,795,707
WBGene00202334,0,0,0,0,0,0,0,0,0,0,1,1
WBGene00044634,0,2,1,2,3,2,0,0,0,2,1,1
WBGene00194730,0,0,1,1,2,2,0,2,0,0,0,0
WBGene00043051,1032,958,939,828,805,872,146,139,117,136,148,125
WBGene00003801,3051,3188,2783,3044,2874,2940,222,206,184,378,325,320
WBGene00168375,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004303,3305,4240,3377,3912,3507,3640,1033,1008,999,1036,1119,1037
WBGene00016207,20,15,16,26,24,19,15,6,10,7,7,10
WBGene00016209,1241,1683,1445,1050,966,995,237,220,162,208,252,199
WBGene00016202,3279,3814,3154,3554,3239,3337,228,255,189,271,278,320
WBGene00016204,88,124,113,140,149,147,259,205,214,401,442,324
WBGene00000665,230,389,185,9,10,10,8,18,5,143,194,122
WBGene00002879,3787,3495,3182,2978,2672,2821,3128,2529,2283,2302,2502,2206
WBGene00045246,250,174,218,198,180,220,16,12,13,34,47,32
WBGene00016206,174,175,175,245,227,237,107,83,102,96,107,86
WBGene00018844,1,0,1,0,2,3,0,1,0,0,0,1
WBGene00018842,1,5,4,3,5,1,0,1,3,4,9,4
WBGene00045247,10,16,12,7,9,13,2,5,4,9,11,6
WBGene00044633,6,2,8,15,11,11,1,0,0,9,10,12
WBGene00018845,423,597,524,513,467,547,39,52,53,34,35,25
WBGene00018846,16388,16511,13043,14768,14220,13651,15477,12532,9467,14662,17460,13521
WBGene00201547,0,0,1,0,0,0,2,0,2,0,1,1
WBGene00000041,11541,9025,9622,10380,10047,9752,16417,12887,11696,9349,10351,9424
WBGene00015558,24,20,15,37,49,39,6,11,3,6,9,8
WBGene00022917,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199731,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000542,3446,4180,3306,4367,4453,4264,5031,4636,4302,5169,5664,5515
WBGene00015557,1289,1565,1352,1311,1303,1338,69,69,57,56,101,83
WBGene00015559,104,135,125,110,108,142,206,182,219,213,261,196
WBGene00044446,7,3,6,4,1,4,3,4,2,5,10,4
WBGene00000507,1294,1341,1214,1480,1251,1302,703,627,540,687,750,661
WBGene00000508,1147,836,1078,1126,1071,1146,2012,1612,1571,1566,1719,1594
WBGene00018408,1959,2045,1845,1953,1818,1928,1512,1366,1265,910,978,865
WBGene00003021,3647,3170,3521,3498,3257,3244,819,786,731,645,676,568
WBGene00202107,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00018407,304,284,267,205,177,202,1090,890,839,1265,1398,1199
WBGene00004125,1436,1512,1413,1369,1326,1215,530,489,425,474,600,532
WBGene00018409,2835,3289,2599,3034,2694,2923,212,218,214,280,289,252
WBGene00018410,8,12,9,7,6,0,4,5,5,8,9,11
WBGene00018411,23,12,24,8,15,15,65,70,49,74,63,72
WBGene00001059,110,122,99,270,229,231,390,292,373,315,390,374
WBGene00019681,0,0,0,0,0,0,1,0,0,0,0,1
WBGene00019680,2006,1842,1694,1806,1845,1942,2163,1834,1346,1872,2240,1886
WBGene00019679,2268,2336,2147,2658,2516,2744,1721,1489,1407,2141,2349,2105
WBGene00019678,1586,1876,1510,1421,1313,1412,249,240,225,400,394,376
WBGene00019677,736,1000,842,582,530,591,89,83,85,108,101,120
WBGene00019682,10606,8651,7866,3769,3596,3635,32468,29412,28377,18700,20528,17382
WBGene00197708,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000448,139,138,126,82,50,55,45,42,38,82,90,98
WBGene00197391,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00023107,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000939,2757,3571,3113,3702,3316,3622,439,346,321,375,390,354
WBGene00000143,1831,2279,2052,1942,1799,1978,249,267,253,304,380,317
WBGene00019458,931,940,816,764,715,750,105,85,93,131,134,118
WBGene00001743,3424,3394,3102,3520,3181,3474,625,601,545,668,670,623
WBGene00019457,2529,3380,2696,2602,2390,2653,1541,1425,1354,1567,1716,1546
WBGene00019460,1408,1859,1540,1434,1292,1452,353,366,342,278,345,249
WBGene00019456,264,330,293,408,353,418,264,242,242,212,246,194
WBGene00019459,4,2,5,6,13,5,0,1,3,3,8,8
WBGene00019455,19,38,12,24,21,26,15,17,17,19,29,21
WBGene00219815,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004042,6406,5295,5683,5939,5442,5680,8,4,4,28,24,31
WBGene00198860,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022923,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015753,86,83,88,81,86,69,171,137,155,182,186,172
WBGene00197895,3,0,0,0,1,0,0,0,1,7,4,4
WBGene00022924,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001565,1081,1084,1080,1806,1709,1749,1088,924,918,933,975,1026
WBGene00004433,18042,12358,14956,12214,11927,12889,9982,8148,6599,12817,14989,11624
WBGene00015755,4298,3083,3499,3577,3529,3463,6380,5748,4073,3546,3908,3374
WBGene00196787,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00015752,1839,1918,1579,4339,3959,3942,2330,2035,2038,3737,3996,3632
WBGene00195744,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002011,322,258,268,374,356,304,838,685,581,646,673,713
WBGene00015754,1779,2093,1881,1700,1615,1809,1117,969,920,836,928,831
WBGene00017044,2107,2045,1865,1580,1593,1688,351,263,266,332,405,352
WBGene00195783,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00017042,106,92,102,49,71,61,335,248,256,232,260,235
WBGene00017041,553,450,469,292,241,260,1000,971,862,786,768,628
WBGene00017045,1806,2147,1833,1691,1517,1707,815,671,746,693,657,629
WBGene00086546,2055,1504,1700,1836,1740,1794,652,540,526,440,455,425
WBGene00016803,5830,4578,4905,5376,4982,5061,896,778,704,964,1065,933
WBGene00004187,6723,5583,6183,7491,6834,6968,1910,1503,1608,1761,1901,1706
WBGene00077516,0,0,1,0,0,2,0,0,0,0,0,0
WBGene00202015,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077517,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016804,0,0,1,0,0,1,0,0,0,0,0,0
WBGene00199803,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200842,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016801,102,145,125,113,87,110,115,114,105,146,194,181
WBGene00016800,3,4,4,13,15,16,4,2,1,12,10,9
WBGene00220258,2,2,1,1,2,0,0,0,0,1,0,0
WBGene00016799,1732,1539,1447,1322,1232,1398,4,2,2,0,1,5
WBGene00006772,248,370,298,197,184,211,222,229,206,349,358,323
WBGene00199777,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004899,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00016242,8,30,25,5,5,6,0,4,4,2,4,4
WBGene00198830,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199117,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006818,143,117,106,46,40,28,26,33,39,32,46,58
WBGene00196905,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198109,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196150,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206533,4,2,1,0,0,0,1,0,5,5,2,4
WBGene00016239,1,3,5,2,5,0,0,1,0,3,2,1
WBGene00016238,3911,2496,3425,3334,3126,3473,312,270,296,383,365,327
WBGene00004342,141,158,173,167,173,181,61,51,48,79,87,78
WBGene00219795,6,4,3,2,6,5,7,0,3,6,6,1
WBGene00015350,1028,945,807,864,774,841,1633,1390,1291,1234,1455,1330
WBGene00015349,1310,1316,1203,1335,1245,1360,183,174,171,290,325,296
WBGene00044445,73,109,91,82,65,82,205,215,156,260,217,217
WBGene00015348,12,7,9,21,19,19,1,8,5,18,25,14
WBGene00006628,191,175,179,45,51,54,321,275,316,104,142,105
WBGene00006627,259,296,232,120,88,106,365,303,428,140,163,126
WBGene00015352,154,235,146,159,123,151,170,204,180,175,184,229
WBGene00003952,3463,3684,3047,4275,3951,4011,1692,1532,1449,1833,1984,1736
WBGene00015347,1910,2094,1698,1738,1623,1718,219,191,201,243,244,225
WBGene00015346,1998,2013,1849,1896,1940,1980,1095,908,840,1140,1200,1000
WBGene00015353,1289,1674,1223,1173,1133,1227,185,165,162,169,194,150
WBGene00015351,50,76,59,50,45,64,9,10,8,29,33,30
WBGene00015345,8,14,8,15,11,20,2,7,7,10,8,7
WBGene00002231,3529,3616,3321,3533,3170,3450,104,90,69,133,118,134
WBGene00017320,49,54,34,28,30,35,35,28,42,40,46,42
WBGene00003562,52,43,51,67,52,63,53,38,32,43,49,51
WBGene00000666,69,95,64,5,5,4,5,7,1,155,210,107
WBGene00017319,1166,1227,1069,964,883,960,421,382,357,426,509,469
WBGene00017321,909,672,759,848,705,710,741,662,541,406,481,398
WBGene00007056,291,388,307,289,285,340,808,800,667,532,591,515
WBGene00017323,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044444,3,3,9,3,1,4,8,4,2,10,6,3
WBGene00017322,1009,834,539,1295,1171,1169,3742,3389,3490,3000,3151,3257
WBGene00201683,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200844,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201048,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003243,934,943,903,932,865,913,1408,1299,1218,1175,1234,1227
WBGene00201223,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200438,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199613,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00219889,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201385,0,0,0,0,0,0,0,0,0,0,2,0
WBGene00202149,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201636,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200566,0,0,0,0,0,0,0,0,0,1,0,1
WBGene00197192,0,0,0,0,0,0,1,0,0,0,0,1
WBGene00195649,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197964,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017358,2531,2957,2435,2156,1946,2282,45,36,35,46,44,43
WBGene00017357,1214,1961,1570,1155,1109,1256,92,103,94,150,143,115
WBGene00017356,1527,2762,2051,1470,1328,1632,165,146,155,225,263,215
WBGene00017355,2698,2312,2360,3042,2922,2895,402,355,335,318,362,355
WBGene00017354,22,37,35,16,24,24,10,7,12,9,12,14
WBGene00004726,1389,1563,1360,1463,1251,1412,113,98,120,125,118,123
WBGene00017360,1179,1774,1198,788,695,840,65,47,43,104,86,68
WBGene00017359,7,5,7,6,7,5,11,4,1,4,3,10
WBGene00017353,16,35,20,12,7,5,14,13,15,19,27,27
WBGene00017361,540,434,450,689,644,662,1017,991,930,791,921,703
WBGene00022580,3105,2657,2868,2804,2561,2892,2083,1814,1743,1420,1585,1454
WBGene00022583,1835,2181,2086,1490,1314,1488,525,471,399,407,485,419
WBGene00022579,2300,2950,2450,2437,2347,2511,848,879,793,966,1184,963
WBGene00022581,10,16,7,10,7,14,0,0,0,5,4,2
WBGene00044801,0,1,0,0,0,0,0,0,0,0,0,1
WBGene00206468,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022578,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022582,2,1,0,0,3,3,6,8,1,3,6,2
WBGene00043948,16,5,7,8,6,6,3,3,10,4,9,4
WBGene00044802,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206477,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019879,0,0,1,0,0,0,0,1,0,0,0,0
WBGene00019880,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006840,3650,2989,3024,4027,3844,3776,4520,3811,3631,3015,3194,3033
WBGene00019881,711,626,603,728,742,694,120,110,100,93,92,94
WBGene00007008,2909,3363,3125,2916,2621,2987,583,618,598,640,696,631
WBGene00019882,664,782,751,1145,1092,1123,3121,3013,2751,2673,2803,2701
WBGene00019878,203,200,248,239,234,222,38,34,48,59,98,72
WBGene00196470,0,0,1,1,0,1,0,0,0,0,0,0
WBGene00019877,2386,1613,2220,2965,2760,2832,785,723,695,978,1081,977
WBGene00019883,2760,3509,3017,2989,2760,3031,394,379,350,548,626,572
WBGene00019884,1314,1899,1646,1734,1603,1666,454,430,396,519,578,550
WBGene00022700,13,13,19,92,58,77,69,54,58,77,80,69
WBGene00044677,32,40,31,9,12,11,36,28,23,28,37,38
WBGene00196848,0,1,0,0,0,0,0,0,1,0,0,1
WBGene00201322,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022699,0,0,0,0,1,0,0,0,1,1,5,0
WBGene00022698,39,48,19,35,22,31,35,37,32,56,74,49
WBGene00002249,3729,3674,3249,3909,3636,3784,2016,1703,1588,2311,2676,2223
WBGene00022702,2454,1986,2149,2217,2030,2253,507,373,352,440,488,463
WBGene00022703,4573,4386,4135,5425,4871,5021,1413,1298,1172,1731,1864,1649
WBGene00022697,2431,2390,2167,2079,1904,2111,407,277,289,290,371,304
WBGene00022704,1424,1502,1448,1274,1150,1257,588,544,534,455,508,435
WBGene00023405,686,547,654,1079,960,1014,668,627,531,498,484,465
WBGene00172790,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000414,915,1324,1082,1256,1150,1156,954,955,902,998,1121,912
WBGene00022862,910,1121,958,918,825,849,185,143,137,232,209,205
WBGene00022864,912,1080,832,781,762,760,376,335,280,340,393,357
WBGene00044588,101,119,122,70,71,68,10,15,11,12,25,16
WBGene00167244,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023223,10,4,7,6,7,4,7,0,2,1,3,7
WBGene00004175,984,565,909,1003,937,977,297,280,240,320,395,287
WBGene00022865,2016,2996,2414,2631,2398,2589,781,845,771,1054,1166,982
WBGene00016250,5700,4750,4664,5494,5007,5045,2306,1916,1826,2219,2423,2164
WBGene00219841,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004460,7751,7041,6962,9135,8109,8738,2596,2183,2123,2504,2854,2344
WBGene00016249,1568,1792,1616,1124,1067,1163,322,242,195,310,316,308
WBGene00197184,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196858,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195371,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201606,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202453,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201277,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198456,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197575,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196373,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018369,152,141,138,152,153,141,210,193,182,266,273,284
WBGene00219842,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195997,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023046,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219946,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018370,647,822,572,613,616,600,533,485,519,302,365,311
WBGene00199676,0,1,0,1,0,0,0,0,0,0,0,0
WBGene00018367,511,443,502,449,373,440,634,559,542,572,722,582
WBGene00018371,2676,2751,2494,2644,2426,2440,291,296,284,348,383,326
WBGene00018366,787,928,757,736,648,644,128,117,99,120,166,117
WBGene00201658,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200896,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00015418,1886,1742,1916,2071,1909,1872,1348,1164,1113,1395,1486,1535
WBGene00196505,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196649,0,0,0,0,2,0,0,0,0,0,0,0
WBGene00195791,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00198690,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197927,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00201689,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201566,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197048,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022507,0,0,0,0,3,1,1,0,1,1,0,2
WBGene00197609,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198633,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022505,67,37,36,94,68,43,152,126,122,151,170,188
WBGene00044443,24,37,37,28,21,26,1,1,0,6,10,4
WBGene00199854,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201090,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006614,103,134,105,42,32,39,36,54,70,102,113,119
WBGene00022506,13,10,9,10,7,6,10,16,10,35,31,25
WBGene00201922,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200704,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201742,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00043097,1531,1461,1059,1584,1506,1426,3689,3209,2769,2037,2320,1963
WBGene00015337,4,9,4,8,8,20,28,36,33,27,28,25
WBGene00015336,152,178,138,87,81,96,219,188,192,265,217,238
WBGene00015335,23,45,23,7,2,8,27,24,23,70,85,48
WBGene00195936,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196981,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198428,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015519,118,80,102,100,112,141,236,197,191,285,273,257
WBGene00001612,28,39,39,17,23,19,12,21,6,34,29,31
WBGene00197917,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195577,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015520,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00015521,4,2,1,12,16,11,10,9,5,3,17,4
WBGene00015522,77,67,54,81,82,87,198,231,249,298,279,267
WBGene00015523,56,65,39,9,14,8,45,28,35,46,34,35
WBGene00015518,226,244,212,376,353,334,165,170,158,175,189,180
WBGene00015524,1270,1358,1154,1092,1064,1026,531,495,443,752,760,666
WBGene00015525,443,658,504,571,543,550,187,192,207,283,285,236
WBGene00015526,97,114,113,99,65,88,8,10,16,53,32,39
WBGene00015747,1816,2230,1767,1889,1769,1798,37,40,38,103,107,100
WBGene00195906,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000439,73,61,81,64,51,58,5,5,5,10,13,16
WBGene00017696,2601,4426,3134,2806,2535,2865,53,65,63,43,42,30
WBGene00001688,332,297,309,337,328,322,11,6,5,26,24,17
WBGene00001028,1518,2164,1731,1539,1496,1580,804,785,638,877,946,885
WBGene00006662,189,153,202,180,153,204,449,376,337,220,322,283
WBGene00201631,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022998,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017695,3,1,5,11,5,3,2,2,3,73,78,83
WBGene00022999,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017694,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00023002,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017693,3,2,0,1,0,0,0,3,2,1,3,1
WBGene00017698,433,336,308,585,539,513,1538,1432,1166,1176,1249,1200
WBGene00023000,0,0,1,0,0,0,1,0,0,0,0,0
WBGene00023001,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200914,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001078,273,300,300,283,224,241,81,78,89,128,142,151
WBGene00200524,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017692,47,56,43,57,45,46,132,104,115,161,174,140
WBGene00003993,1560,1843,1577,1526,1398,1616,161,148,109,80,90,73
WBGene00002212,12,32,19,18,20,16,3,8,11,11,24,14
WBGene00001443,2387,2678,2488,2743,2535,2674,679,649,625,644,721,676
WBGene00199078,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006314,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015124,98,124,122,144,141,138,178,162,141,152,192,177
WBGene00015125,3536,3743,3149,3215,2893,3139,3807,3268,3115,2075,2275,2096
WBGene00015126,2919,2685,2731,2785,2555,2680,1722,1505,1585,1012,1071,939
WBGene00015128,554,550,553,723,643,645,871,744,729,654,747,613
WBGene00015129,21,12,9,16,17,21,2,2,3,2,6,4
WBGene00015130,1398,1554,1257,1496,1326,1458,472,452,444,484,510,450
WBGene00015131,458,627,528,1076,1048,1152,1642,1740,1814,3594,3647,3541
WBGene00044678,1,6,1,1,0,0,1,4,1,9,6,13
WBGene00197908,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015132,144,157,156,144,140,190,125,119,146,92,95,83
WBGene00015133,2109,2240,1946,1783,1710,1833,665,520,452,518,667,568
WBGene00022717,3166,3512,3100,3584,3207,3341,1792,1595,1659,1453,1587,1361
WBGene00022718,3617,3842,3270,4507,4117,4281,3102,2551,2333,2904,3414,3319
WBGene00200271,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00201986,0,1,4,1,0,1,2,1,0,0,3,0
WBGene00022719,2262,2066,1816,1668,1503,1587,1788,1521,1485,1152,1075,1039
WBGene00022720,42,46,48,27,23,27,111,114,111,55,71,60
WBGene00022721,1873,1986,1743,1442,1381,1560,724,676,640,613,670,633
WBGene00004856,125,158,136,147,118,160,301,278,242,268,315,259
WBGene00022722,2056,2121,1719,1854,1784,1900,1204,1036,991,1322,1444,1355
WBGene00195778,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00019801,1282,1303,1246,1285,1202,1266,1455,1323,1286,1186,1279,1237
WBGene00003253,2897,3006,2745,3297,3135,3157,930,866,879,897,909,966
WBGene00019800,2107,2076,1923,1732,1653,1680,404,373,274,457,523,430
WBGene00019301,3054,3262,2818,2755,2595,2693,4392,4068,3764,3279,3636,3150
WBGene00019302,6,15,6,10,12,10,13,11,19,13,17,13
WBGene00019303,5,10,5,8,6,8,9,13,17,10,17,12
WBGene00196376,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019305,2322,2174,1905,2312,2208,2275,2240,1822,1769,1723,1759,1621
WBGene00019304,308,171,236,521,477,451,483,326,286,322,321,333
WBGene00165303,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219329,19,19,27,17,25,20,80,79,46,33,51,38
WBGene00018833,812,888,804,1000,902,957,52,39,49,78,84,89
WBGene00219701,4,10,16,14,16,12,9,17,10,17,8,10
WBGene00269391,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006975,3355,3173,3318,3632,3385,3477,2305,2328,2169,2258,2428,2417
WBGene00219968,0,0,0,0,0,0,2,1,0,0,0,1
WBGene00018834,0,0,0,1,1,0,0,0,0,0,0,1
WBGene00018835,290,304,250,217,195,239,60,43,51,76,68,62
WBGene00004201,2865,2804,2513,2339,2052,2338,1867,1549,1506,1465,1517,1322
WBGene00197351,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003929,649,676,687,495,510,505,850,778,752,1324,1439,1451
WBGene00199552,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018836,1320,1801,1491,1243,1186,1242,399,439,348,387,462,404
WBGene00018417,1091,1634,1309,1033,953,994,394,501,447,591,709,683
WBGene00018423,1311,1642,1417,1570,1399,1536,193,153,150,165,137,129
WBGene00018418,277,272,266,128,121,130,221,161,180,589,604,498
WBGene00018419,881,1178,836,848,757,823,913,875,866,432,494,378
WBGene00018420,2994,3401,2947,2972,2761,3071,392,426,341,413,453,369
WBGene00018421,3339,3109,2870,3176,2937,2941,640,531,450,334,389,312
WBGene00219948,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018422,780,984,727,482,444,460,197,179,171,191,163,148
WBGene00004041,11,15,12,25,22,27,4,8,16,15,17,16
WBGene00198964,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003308,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003331,1,2,0,2,1,5,5,11,7,9,11,8
WBGene00010475,197,158,201,224,213,242,427,382,425,374,397,371
WBGene00199557,0,0,0,0,0,0,1,0,0,1,0,0
WBGene00003318,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00014021,225,205,186,287,288,256,251,226,231,339,331,304
WBGene00014022,2773,2278,2576,2460,2377,2423,1526,1314,1045,892,1018,842
WBGene00014031,397,364,366,432,425,469,218,172,178,271,310,238
WBGene00014023,2542,2600,2266,2640,2496,2637,1268,1146,1175,1246,1356,1314
WBGene00014024,8,32,20,13,26,16,4,4,10,16,8,8
WBGene00168562,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014025,2870,3541,2705,3462,3397,3500,2256,2077,1879,2109,2253,2002
WBGene00194716,5,3,8,15,7,13,3,2,2,0,1,1
WBGene00014987,911,741,783,847,785,843,7,3,4,5,7,4
WBGene00174886,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002998,1690,1593,1688,1722,1493,1726,255,247,242,234,268,231
WBGene00200181,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006768,4345,3898,4177,4806,4642,4702,4063,3581,3392,3367,3595,3286
WBGene00201389,1,4,4,2,2,1,2,0,2,3,5,5
WBGene00014027,297,358,279,250,230,254,64,45,49,48,48,48
WBGene00014028,273,278,282,303,303,314,102,103,98,117,132,102
WBGene00000388,1514,1558,1332,1255,1156,1176,1,1,0,1,0,0
WBGene00014032,3,4,3,4,2,8,0,0,0,0,0,0
WBGene00014029,8,9,7,23,16,22,1,5,1,4,6,5
WBGene00014030,606,745,598,737,712,712,2699,2344,2091,934,936,867
WBGene00014038,0,0,0,0,0,0,0,0,0,0,0,0
